Date,Open,High,Low,Close,Volume,Adj Close
2018-01-04,34300,34350,34200,34250,294,34250
2018-01-05,34400,36400,34300,35300,1948,35300
2018-01-09,35650,35850,35250,35750,561,35750
2018-01-10,35800,35850,35700,35700,253,35700
2018-01-11,35800,35900,35100,35500,370,35500
2018-01-12,35750,36000,35700,35800,216,35800
2018-01-15,35950,37150,35900,36950,1125,36950
2018-01-16,36800,37000,36800,37000,287,37000
2018-01-17,37250,37250,36900,37200,218,37200
2018-01-18,37400,38000,37300,38000,783,38000
2018-01-19,37950,39100,37950,38700,1226,38700
2018-01-22,38900,39350,38750,39250,791,39250
2018-01-23,39300,39900,39300,39850,753,39850
2018-01-24,39850,40000,39700,39900,1126,39900
2018-01-25,39900,39900,39500,39550,881,39550
2018-01-26,39700,39900,39650,39750,478,39750
2018-01-29,39700,39800,38950,39150,748,39150
2018-01-30,38700,38700,37050,37500,1635,37500
2018-01-31,36800,37150,35650,36500,1317,36500
2018-02-01,36500,37600,36500,36800,276,36800
2018-02-02,36900,37300,36750,37050,312,37050
2018-02-05,36150,36950,35800,36650,764,36650
2018-02-06,35800,36600,35250,35950,1149,35950
2018-02-07,36100,37200,36050,36050,380,36050
2018-02-08,35600,36200,35450,35450,356,35450
2018-02-09,34750,34750,33700,34100,860,34100
2018-02-13,33800,34200,33500,33500,521,33500
2018-02-14,33750,35100,32950,34400,701,34400
2018-02-15,34400,35000,33500,34950,408,34950
2018-02-16,35150,35500,35000,35100,153,35100
2018-02-19,35250,35700,35200,35300,147,35300
2018-02-20,35300,35500,35200,35200,234,35200
2018-02-21,35200,35600,35150,35600,155,35600
2018-02-22,35500,35700,35300,35700,196,35700
2018-02-23,35250,35700,35050,35100,241,35100
2018-02-26,35600,35750,35100,35200,365,35200
2018-02-27,35750,35800,35250,35550,328,35550
2018-02-28,35850,35850,35150,35150,173,35150
2018-03-01,35100,35100,34700,34800,284,34800
2018-03-02,34350,34650,34200,34200,288,34200
2018-03-05,33150,33650,33150,33200,167,33200
2018-03-06,33450,33550,33350,33350,160,33350
2018-03-07,33100,33500,33000,33250,124,33250
2018-03-08,33200,33500,33050,33050,145,33050
2018-03-09,33250,33700,33200,33700,93,33700
2018-03-12,33800,33850,33600,33850,275,33850
2018-03-13,33700,33700,33350,33600,48,33600
2018-03-14,33450,33450,33250,33350,59,33350
2018-03-15,33250,33500,33200,33350,71,33350
2018-03-16,33350,33700,33200,33450,51,33450
2018-03-19,33200,33250,31750,32350,1428,32350
2018-03-20,32350,32500,31500,31850,441,31850
2018-03-22,32100,32400,31850,32100,58,32100
2018-03-23,31000,31050,30800,30950,403,30950
2018-03-26,30950,32150,30450,32000,327,32000
2018-03-27,32250,32550,32250,32500,194,32500
2018-03-28,32300,32300,31800,32100,120,32100
2018-03-29,32150,32500,31850,32000,49,32000
2018-03-30,32600,32600,32100,32150,41,32150
2018-04-02,32150,32300,31800,32250,57,32250
2018-04-03,32300,32750,31750,32350,74,32350
2018-04-04,32700,32700,31850,31850,103,31850
2018-04-05,32150,32150,31950,32150,13,32150
2018-04-06,32350,32350,31850,31950,83,31950
2018-04-09,32300,32300,32000,32000,25,32000
2018-04-10,31950,32650,31800,32500,128,32500
2018-04-11,32600,33200,32600,33200,230,33200
2018-04-12,33350,33400,32900,33400,52,33400
2018-04-13,33600,33600,33050,33250,73,33250
2018-04-16,33500,33500,32200,32200,255,32200
2018-04-17,32100,32500,32100,32100,46,32100
2018-04-18,31800,32300,31800,31900,111,31900
2018-04-19,31850,32200,31850,31950,48,31950
2018-04-20,32300,32300,31950,31950,98,31950
2018-04-23,32150,32200,31950,31950,60,31950
2018-04-24,32650,32800,32150,32450,202,32450
2018-04-25,32450,32850,32450,32700,100,32700
2018-04-26,32750,32900,32250,32250,135,32250
2018-04-27,32000,32300,32000,32200,106,32200
2018-05-01,32250,32700,32250,32350,59,32350
2018-05-02,32750,32750,32250,32400,57,32400
2018-05-07,32650,32650,32300,32650,69,32650
2018-05-08,32500,33300,32500,33250,268,33250
2018-05-09,33100,33350,32850,33300,131,33300
2018-05-10,33300,33500,33050,33300,120,33300
2018-05-11,33250,33500,32850,33450,399,33450
2018-05-14,33450,33600,33000,33500,189,33500
2018-05-15,33700,33850,33350,33350,127,33350
2018-05-16,33750,33750,33350,33350,112,33350
2018-05-17,33350,33600,32250,33200,300,33200
2018-05-18,33500,33500,32700,33350,44,33350
2018-05-21,33350,33800,33300,33800,90,33800
2018-05-22,33450,33800,33450,33550,155,33550
2018-05-23,33450,33450,32900,33200,129,33200
2018-05-24,32700,33250,32700,33100,92,33100
2018-05-25,32800,32850,32300,32600,94,32600
2018-05-28,33100,33200,32750,33200,75,33200
2018-05-29,32900,32900,32500,32500,198,32500
2018-05-30,32500,32500,32000,32150,163,32150
2018-05-31,32250,32400,32150,32300,135,32300
2018-06-01,32350,32550,32300,32300,164,32300
2018-06-04,32300,32900,32300,32900,202,32900
2018-06-05,32750,33000,32750,33000,129,33000
2018-06-06,33100,33300,33050,33200,141,33200
2018-06-07,33500,33650,33200,33300,94,33300
2018-06-08,33650,33800,32950,32950,291,32950
2018-06-11,32950,33000,32700,33000,326,33000
2018-06-12,33400,33400,32700,33300,269,33300
2018-06-13,33300,33650,33150,33200,117,33200
2018-06-14,32800,32950,32800,32850,24,32850
2018-06-15,32900,33000,32850,33000,71,33000
2018-06-18,33000,33000,32450,32750,127,32750
2018-06-19,32500,32550,32000,32200,443,32200
2018-06-20,32200,32200,31750,32150,249,32150
2018-06-21,32000,32000,31700,31800,243,31800
2018-06-22,31750,31950,31300,31350,601,31350
2018-06-25,31350,31500,31150,31150,100,31150
2018-06-26,30800,30850,30250,30500,469,30500
2018-06-27,30750,30750,29760,29760,519,29760
2018-06-28,29880,29970,29350,29480,189,29480
2018-06-29,29520,30850,29500,30450,243,30450
2018-07-02,30100,30350,29360,29360,738,29360
2018-07-03,29600,29650,28400,28690,742,28690
2018-07-04,28300,28500,28000,28280,876,28280
2018-07-05,28720,28720,28100,28400,575,28400
2018-07-06,28850,29200,28010,29200,381,29200
2018-07-09,28700,29230,28700,29230,643,29230
2018-07-10,29590,29910,29460,29900,560,29900
2018-07-11,29610,29610,29200,29610,255,29610
2018-07-12,29900,29900,29200,29900,162,29900
2018-07-13,30100,30250,29000,29520,378,29520
2018-07-17,29400,29400,29000,29060,149,29060
2018-07-18,29350,29850,29200,29580,376,29580
2018-07-19,29650,29880,29580,29870,124,29870
2018-07-20,29560,30000,29330,30000,272,30000
2018-07-23,29980,29980,29450,29960,122,29960
2018-07-24,29990,30150,29990,30050,340,30050
2018-07-25,30100,30400,30100,30200,307,30200
2018-07-26,30450,30450,29910,30150,231,30150
2018-07-27,30350,30350,29960,29970,75,29970
2018-07-30,30500,30500,30000,30300,244,30300
2018-07-31,30250,30250,30000,30000,116,30000
2018-08-01,30350,30400,30050,30300,99,30300
2018-08-02,30300,30300,29200,29320,664,29320
2018-08-03,29300,29640,29120,29120,377,29120
2018-08-06,29030,29110,28990,29030,366,29030
2018-08-07,28900,29490,28900,29360,826,29360
2018-08-08,29400,29650,29370,29640,185,29640
2018-08-09,29300,29850,29300,29850,182,29850
2018-08-10,29950,29990,29810,29950,282,29950
2018-08-13,30000,30000,29060,29670,408,29670
2018-08-14,29200,29670,29200,29420,166,29420
2018-08-15,29230,29560,28750,28830,744,28830
2018-08-16,28820,29000,28110,28400,562,28400
2018-08-17,28900,29000,28430,28910,98,28910
2018-08-20,29080,29080,28600,28710,697,28710
2018-08-21,28700,29260,28630,29260,266,29260
2018-08-22,29490,29490,29080,29400,36,29400
2018-08-23,29130,29690,29000,29690,404,29690
2018-08-24,29690,29900,29350,29900,223,29900
2018-08-27,29950,30000,29710,29970,242,29970
2018-08-28,30150,30150,29770,29910,208,29910
2018-08-29,30100,30150,29910,29920,104,29920
2018-08-30,30150,30150,29630,29630,146,29630
2018-08-31,29160,29540,29160,29330,159,29330
2018-09-03,29830,29830,29200,29200,178,29200
2018-09-04,29200,29200,29010,29200,596,29200
2018-09-05,29110,29410,28760,29080,364,29080
2018-09-06,28930,29090,28890,29000,100,29000
2018-09-07,28910,29040,28620,28890,248,28890
2018-09-10,28890,29000,28800,28830,87,28830
2018-09-11,28980,28980,28730,28900,66,28900
2018-09-12,29000,29000,28630,28800,159,28800
2018-09-13,29050,29050,28710,28710,75,28710
